country,description,designation,points,price,province,region_1,title,variety,year,category,price_range
France,"With subtle wood aging, this is a smooth wine that has hints of toast over its delicious white and apricot fruits. Orange zest tang gives a delicious bite and texture, suggesting how well the wine will age. Drink this fruity wine from 2017.",La Chatenière Premier Cru,88,60.0,Burgundy,Saint-Aubin,Roche de Bellene 2012 La Chatenière Premier Cru  (Saint-Aubin),Chardonnay,2012.0,3/6 Very Good,Up to 100€
France,"This blend of 50% Mourvèdre and 50% Syrah shows some deep, plummy aromas and flavors and blackberries, spice and cola. It's medium-bodied, with soft tannins and a touch of warmth on the finish. Drink now–2014.",Vieilles Vignes,88,28.0,Provence,Côtes de Provence,Domaine Saint-André de Figuière 2006 Vieilles Vignes Red (Côtes de Provence),Rhône-style Red Blend,2006.0,3/6 Very Good,Up to 50€
France,This is a smooth wine with soft tannins cushioned by generous fruits. Its red-cherry acidity gives the lightest stalky edge and will allow the wine to age further. The partial barrel aging has added spice. Drink this fine wine from 2019.,Les Pierres Chaudes,90,20.0,Loire Valley,Menetou-Salon,Domaine de l'Hermitage 2015 Les Pierres Chaudes  (Menetou-Salon),Pinot Noir,2015.0,4/6 Excellent,Up to 20€
France,"A senior version of Purple, this wood-aged wine is smooth, soft and generous, with attractive mint perfumes along with toast. Big black plum fruits are generous and warm, while still solid with tannins. The wine is drinkable, although it will be better in 2017.",Purple Réserve,88,30.0,Southwest France,Cahors,Château Lagrézette 2012 Purple Réserve Malbec (Cahors),Malbec,2012.0,3/6 Very Good,Up to 50€
France,"Close to the slope of Grand Crus, Fourchaume is one of the best known of the premiers in Chablis. This ripe wine with its touches of vanilla as well as yellow fruits and acidity has a lightly honeyed character typical of the vintage. It is ready to drink, although it will be better from 2017.",Fourchaume Premier Cru,92,46.0,Burgundy,Chablis,Domaine Gérard Duplessis 2013 Fourchaume Premier Cru  (Chablis),Chardonnay,2013.0,4/6 Excellent,Up to 50€
France,"While the nose is shy at first, the palate reveals abundant red and green apples, with some juicy yellow pear around the edges. Texture and structure strike a balance with the lovely, clean fruit. It's a delicious, textured, earthy Riesling made for food.",Cuvée Jean-Charles,89,13.0,Alsace,Alsace,Ruhlmann 2014 Cuvée Jean-Charles Riesling (Alsace),Riesling,2014.0,3/6 Very Good,Up to 20€
France,"This is a soft and ripe wine, full of rounded red berry fruits. The fruit is boosted by its acidity to give a fresh feel. The texture is soft, with a shot of pepper to add complexity at the end.",Rosé de Léoube,91,20.0,Provence,Côtes de Provence,Château Léoube 2014 Rosé de Léoube Rosé (Côtes de Provence),Rosé,2014.0,4/6 Excellent,Up to 20€
France,"A balanced wine that showcases the ripe fruit while preserving freshness and layers of melon and spiced pear flavors. It has some concentration, leaving a final rich texture.",Pfingstberg Grand Cru,89,43.0,Alsace,Alsace,Lucien Albrecht 2007 Pfingstberg Grand Cru Pinot Gris (Alsace),Pinot Gris,2007.0,3/6 Very Good,Up to 50€
France,"Bright and perfumed while also rich, this is a full-bodied wine. It has spice and pepper that come from its alcohol although everything is kept fresh by the red-currant fruitiness. Drink now.",Jardin du Soleil Cuvée Prestige,88,30.0,Provence,Bandol,Château d'Azur 2015 Jardin du Soleil Cuvée Prestige Rosé (Bandol),Rosé,2015.0,3/6 Very Good,Up to 50€
France,"A lightly fruity wine that has a soft texture, gentle acidity and a perfumed aftertaste. It is ready to drink with its steely backbone well enmeshed in the fruitiness.",Roi Clovis,85,25.0,Alsace,Alsace,Wunsch & Mann 2012 Roi Clovis Riesling (Alsace),Riesling,2012.0,2/6 Good,Up to 50€
France,This 100% Malbec from Hervè Lhuillier's young 2.5-acre parcel is a spicy ripe wine that reflects the warmth of the vintage. Great tannins and bold fruitiness are well blended for a wine that has good potential. Drink from 2019.,La Viminière,90,32.0,Bordeaux,Bordeaux Supérieur,Château Fleur Haut Gaussens 2015 La Viminière  (Bordeaux Supérieur),Malbec,2015.0,4/6 Excellent,Up to 50€
France,"The fruit here is attractive, pears and white currants on top of pink grapefruit and orange zest. It shows its structure and its tense minerality only slowly, allowing the acidity to give it a lift and vibrancy. This is a wine that is still young, still smoothing out its hard edges.",Domaine Long-Depaquit Les Vaucopins Premier Cru,91,47.0,Burgundy,Chablis,Albert Bichot 2006 Domaine Long-Depaquit Les Vaucopins Premier Cru  (Chablis),Chardonnay,2006.0,4/6 Excellent,Up to 50€
France,"The match for the red wine under the same name, this wine comes from organically grown vines in the village of Champtin. It is rich, full of white currant as well as crisp apple. The tight texture and intense minerality mark it out as a wine to age, while its elegance underlines its fine future. Drink from 2018.",Sauvage,95,73.0,Loire Valley,Sancerre,Pascal Jolivet 2014 Sauvage  (Sancerre),Sauvignon Blanc,2014.0,5/6 Superior,Up to 100€
France,"This blend of the very local Petit Courbu and Petit Manseng grapes comes from the same region as Madiran. The wine is dry but rich—very rich—with apricot and honey flavors. It has concentration, a great tang of lemon and just enough acidity to keep everything in order. This is ready to drink.",Château Bouscassé Les Jardins,89,20.0,Southwest France,Pacherenc du Vic Bilh,Vignobles Brumont 2012 Château Bouscassé Les Jardins  (Pacherenc du Vic Bilh),White Blend,2012.0,3/6 Very Good,Up to 20€
France,"This comes from vineyards close to the Bandol appellation, and therefore close to the sea. It is a rich, full wine that has a concentrated character and ripe tannins. Bold plum and blackberry flavors give the wine ripeness while keeping everything in structure. Drink from 2017.",Cuvée G,91,15.0,Provence,Côtes de Provence,Les Vignobles Gueissard 2013 Cuvée G Red (Côtes de Provence),Provence red blend,2013.0,4/6 Excellent,Up to 20€
France,"The wine is tight with a strong mineral element over the acidity. It shows a sense of chalky terroir, full of red-currant fruits and a nervy aftertaste. It will take some time to fully develop, so wait until 2023.",Clos de la Chapelle Premier Cru,93,109.0,Burgundy,Volnay,Meurgey-Croses 2015 Clos de la Chapelle Premier Cru  (Volnay),Pinot Noir,2015.0,4/6 Excellent,Up to 500€
France,The nose is subdued while the palate shows some apple and yellow-plum fruit. This is simple and fresh but shows a bitter edge and some dilution.,Tradition,80,17.0,Alsace,Alsace,Kuentz-Bas 2014 Tradition Pinot Blanc (Alsace),Pinot Blanc,2014.0,1/6 Acceptable,Up to 20€
France,"From parcels around the village of Maimbray, this wine is structured and tight. It has attractive fruit potential with plenty of lively acidity, surrounded by a strong mineral texture. The wine will be best from 2017.",Domaine des Hauts de Maimbray,88,22.0,Loire Valley,Sancerre,Michel Vattan 2014 Domaine des Hauts de Maimbray  (Sancerre),Sauvignon Blanc,2014.0,3/6 Very Good,Up to 50€
France,"For a simple Beaujolais, this is an intensely rich wine with toast spice coming through the black cherry fruit. The tannins give a ripe structure. All the time, the wine remains true to its fruity origins.",Cuvée de la Platière,87,25.0,Beaujolais,Beaujolais,Domaine Chasselay 2010 Cuvée de la Platière  (Beaujolais),Gamay,2010.0,3/6 Very Good,Up to 50€
France,"White wines are rare in the Côte de Nuits and this wine is as structured as many reds. It does have strong toast flavors, a juicy citrus character and pear flavors. They go with an apple skin and spice aftertaste, laced with acidity. Drink until 2022.",Les Monts de Boncourt,91,60.0,Burgundy,Côtes de Nuits Villages,Domaine de Bellene 2011 Les Monts de Boncourt  (Côtes de Nuits Villages),Chardonnay,2011.0,4/6 Excellent,Up to 100€
France,"This soft, lightly ripe wine has red fruits and an easy texture. It is fruity and fragrant with just the lightest hint of Malbec tannin. Drink now.",Gariottin Sélection,84,18.0,Southwest France,Cahors,Pelvillain Frères 2013 Gariottin Sélection Malbec (Cahors),Malbec,2013.0,2/6 Good,Up to 20€
France,"The sense of structure that is so evident in 2010 wines is particularly apparent in this perfumed, rich and firmly tannic selection. It shows the hard edges of granite soil, plus juicy red fruit. Concentrated and complex, it needs several years to mature.",Côte du Py,91,24.0,Beaujolais,Morgon,Trenel Fils 2010 Côte du Py  (Morgon),Gamay,2010.0,4/6 Excellent,Up to 50€
France,"It's the play on roses (the flowers) on the label that makes this bottle seem bright and fun. The wine itself is light and fruity with ripe flavors from the lees aging. There is spice, plenty of acidity and a crisp aftertaste. Drink now.",Infinie,88,23.0,Provence,Côtes de Provence,Provence Wine Maker 2016 Infinie Rosé (Côtes de Provence),Rosé,2016.0,3/6 Very Good,Up to 50€
France,"A spearmint aroma give this wine a fresh character. That enhances its berry fruit, spice and perfumed acidity. Drink from 2020.",Elégance,88,15.0,Bordeaux,Blaye Côtes de Bordeaux,Château Tour Saint Germain 2015 Elégance  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,2015.0,3/6 Very Good,Up to 20€
France,"The 18th-century estate's second wine is bright, crisp and fresh with attractive acidity and a lively, juicy aftertaste. Drink immediately.",Eternelle Favorite,85,22.0,Provence,Côtes de Provence,Château de Saint-Martin 2014 Eternelle Favorite Rosé (Côtes de Provence),Rosé,2014.0,2/6 Good,Up to 50€
France,"Solid and dry, this is a tightly structured wine. Layered acidity and berry fruits lend a powerful, concentrated feel. It does need time to bring out its inherent fruitiness. Drink from 2015.",Grand Vin,87,37.0,Bordeaux,Cadillac Côtes de Bordeaux,Château de Ricaud 2011 Grand Vin  (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,2011.0,3/6 Very Good,Up to 50€
France,"This tight, dry wine seems to be missing out on fruit. It has spice, acidity and a bitter edge that cuts into the freshness.",Le Pont,83,20.0,Provence,Bandol,Ravoire et Fils 2014 Le Pont Rosé (Bandol),Rosé,2014.0,2/6 Good,Up to 20€
France,"A dense wine, rich and smooth for a Nuits-St-Georges, full of ripe red fruits, dark cherries and acidity that almost gives the wine a fresh character. Behind this fruitiness is a more solid, dark structure of tannins that will allow the wine to age. Drink from 2018.",Domaine des Perdrix Aux Perdrix Premier Cru,93,105.0,Burgundy,Nuits-St.-Georges,Domaines Devillard 2011 Domaine des Perdrix Aux Perdrix Premier Cru  (Nuits-St.-Georges),Pinot Noir,2011.0,4/6 Excellent,Up to 500€
France,"This wine is made from parcels on steep slopes and produced as the family's flagship wine. At nearly three years old, it has already mellowed into a richly endowed wine, ripe with green fruits, spice and concentrated acidity. There is so much complexity to this finely structured wine that will allow it to age further. Drink from 2019.",Jadis,94,60.0,Loire Valley,Sancerre,Henri Bourgeois 2014 Jadis  (Sancerre),Sauvignon Blanc,2014.0,5/6 Superior,Up to 100€
France,"Sweet and rounded, this is a very satisfying wine. Packed with fruits, ripe strawberry flavor and balanced acidity, it also has solid tannins to give weight and structure. The fruit, full of juice, hangs from thE structure, making it round and rich on the finish. Drink from 2017.",Clos des Mouches Premier Cru,92,51.0,Burgundy,Santenay,David Moreau 2011 Clos des Mouches Premier Cru  (Santenay),Pinot Noir,2011.0,4/6 Excellent,Up to 100€
France,The touches of wood aging are apparent in the almond and toasty edge to this perfumed wine. Quince and apricot fruit show strongly through the tight dry texture and minerality. It's a wine made to be drunk young with great fruit. Drink now.,Spring,88,20.0,Loire Valley,Vouvray,Domaine Vincent Carême 2015 Spring  (Vouvray),Chenin Blanc,2015.0,3/6 Very Good,Up to 20€
France,"Produced from the Clos Mireille, within sight of the Mediterranean, this fresh-faced wine shows peach and citrus flavors rounded by ripeness, although with an attractive tangy aftertaste.",Clos Mireille Blanc de Blancs,90,40.0,Provence,Côtes de Provence,Domaines Ott 2009 Clos Mireille Blanc de Blancs White (Côtes de Provence),White Blend,2009.0,4/6 Excellent,Up to 50€
France,This wine comes from a small parcel of 70-year-old vines within the Deschamps vineyard. It has great concentration and a dense structure. That contrasts with the complex black fruit and ripe berry flavors. Wood aging has smoothed the fruity edges. Drink this wine from late 2017.,Les Deschamps,90,22.0,Beaujolais,Chénas,Yohan Lardy 2015 Les Deschamps  (Chénas),Gamay,2015.0,4/6 Excellent,Up to 50€
France,"With soft tannins and fresh fruits, this light, crisp wine has a red fruit-flavored character that is intense in its acidity. Drink now.",Roc des Chevaliers,83,12.0,Bordeaux,Bordeaux Supérieur,Producta Vignobles 2013 Roc des Chevaliers  (Bordeaux Supérieur),Bordeaux-style Red Blend,2013.0,2/6 Good,Up to 20€
France,"A concentrated, hugely rich wine with lively caramel and toast aromas, followed by ripe fruits. It is generous and open, with apricots and nectarines giving richness, while kiwi gives the green, crisp character. The aftertaste is all minerality. Screwcap.",Les Blanchots Grand Cru,93,60.0,Burgundy,Chablis,Domaine Laroche 2005 Les Blanchots Grand Cru  (Chablis),Chardonnay,2005.0,4/6 Excellent,Up to 100€
France,"This is significantly young, tight and firm. Coming from one of the best sites in Fleurie, it has structure and tannins that dominate the rich red cherry fruits. Drink from 2016.",La Madonne,89,21.0,Beaujolais,Fleurie,Domaine Chaintreuil 2013 La Madonne  (Fleurie),Gamay,2013.0,3/6 Very Good,Up to 50€
